codigo;origen;destino;cliente;matricula;precio_base;nombre;bultos;precio_combustible;tipo_buque;toneladas
BOZPNI7JKXHZ;Montevideo;Madrid;xknqv swzbvwd;PS76EWQTLNPG;288505.1;gsxje mnqrawji;0;0;3;38116
H0TD8Q8VQ8VK;Montevideo;Madrid;hmfryx qbhmjo;O03RK4F7Z07J;281773.96;yopjgmfl jaqhbhp;0;0;3;21948
55H7AAQPMB0V;Rosario;Londres;omoozamc vfwplxa;YL26J3NNJWYA;268009.02;vzyugg exqmnxj;159;29484.5;0;0
MY9PLHYI83GF;Buenos Aires;Napoles;hnftj ychgxple;CJG7MAXINOFM;134767.11;jlhek bsltwroq;99;33496.65;0;0
Z7DYHM2D3EJI;Montevideo;San Francisco;ndohy bzuncnsp;6TAY5YPVM7N6;186662.68;ougeln fcuude;109;30624.51;0;0
J7UM1UBFT30E;Cordoba;San Francisco;tubrbfkj mcwaphug;0PXFN3RPMP38;304578.39;bczmd eqeup;182;29002.02;0;0
SYLN8WZEBDL1;Mendoza;Londres;ujbuyrd mtsmikme;C48PXNQG6QUI;281788.72;wpibvd ghqaluw;0;0;2;32984
8Z6QALHSSGXY;Montevideo;Madrid;zhvqxlrl weabaj;EC3T8082CNX4;55391.67;ftbbtqok okogz;0;0;1;43636
HOCDWOE26GY3;Rosario;Madrid;hqrynb okifls;V239PK3VUK2U;19629.14;fnnkfi ajvbjfk;0;0;2;28171
A1R196YGGGFV;Buenos Aires;Madrid;lrxvzk ydibf;CWKP5PQ5NSTY;279619.85;ezdsah mpzvmmb;0;0;2;36814
JJKYHF3G5V30;Montevideo;San Francisco;vpkqz smwqu;CTVZIJJM90JK;152304.08;oqspkq rfjebrhk;0;0;1;28629
XYCGHG65AYY4;Rosario;Londres;metvtm umcka;HVHE23YCM72P;155245.58;ybeiqoun rvmlhrqq;119;33654.0;0;0
QNAQRSBFGKVU;Buenos Aires;San Francisco;omlpgmu ficmxzlz;LUBQ6IXXUAJZ;206041.17;oymtjf xqfbb;0;0;3;22934
9QBHPANF2QKE;Montevideo;Londres;gfiglefw qzfuht;JABLXMH2KJJG;176335.21;azijnucr xtisac;0;0;1;20140
Y13CYP0DSKL3;Rosario;Londres;udwieszt ywewbh;39YGS61AG9PA;271645.78;lzsdt nstyc;0;0;2;25763
ZQL48PB23AJK;Rosario;San Francisco;urxgvfe hwgbe;752JW6QRO14O;235909.35;rslgxf aulwj;50;30274.11;0;0
PXZDW2MTNWCU;Buenos Aires;Napoles;qnkuzh vhoagnz;MOHB6KUT6ZYB;233602.41;ytnec umgxizzy;149;30607.43;0;0
CQ27SC2Q6UQJ;Buenos Aires;San Francisco;egwiw pxxfa;G2MTBK8V1ZP7;55952.79;zkbwfx ojvhtm;0;0;2;42107
KI9CVJ5TWJED;Buenos Aires;Londres;hbjuqqev ftrykqn;KX7NC1E1SGYB;232684.87;ttyevb swbdjat;0;0;1;26886
03ZOGLYW28Y4;Buenos Aires;Londres;ibvhqk iedffrp;ZCXJA0E829AS;280479.18;sducijhc wwghrkwu;173;31750.51;0;0
P2Z8500YKV9Z;Cordoba;Madrid;frbhvs dywuvwt;SMOJ7VNLNOT6;54587.89;sitzhdp xvfoklej;134;25110.97;0;0
ZT0F33Y5SSF8;Mendoza;Madrid;vvrdsn oykbmne;EOR9GFMBUQA9;238648.44;vophg aouqs;0;0;2;39321
7XFF4YVCNWRB;Montevideo;Londres;hownl ebotb;VU8PXYD3GFZG;18052.47;sizyslz ndbzzm;0;0;2;19652
3CEIXA5GLHNJ;Buenos Aires;Londres;hnijw zxyolfz;7FBDND1J6A5H;326716.31;gaypnsg mjdlfr;163;32461.01;0;0
CG34VLGT97LA;Buenos Aires;Napoles;fdbmiz vmyzuf;TJ5I203INU4C;134368.15;bpkav afxeuxs;0;0;2;42039
RCY2042TY2EM;Mendoza;Napoles;ckwmgf zpeykskt;4LC4I5V8323L;188646.5;jnnwsz dvmtrc;0;0;1;32117
RGK0AVH0CSR6;Buenos Aires;Napoles;qzllx mthtget;8HHVO157ZCIG;279704.29;ebmmzz ncfisr;0;0;1;39146
I3KEOLUKKJYS;Rosario;Londres;arfksa dlyfwrm;ER0FOPLVY1T8;303921.06;hysagv efkhsqf;0;0;2;40971
EA4LSW0D9TM4;Montevideo;Madrid;sekzu ekmisuv;S361E39I1LIE;82318.19;zvjjovx anaonzk;0;0;1;18885
6LFIDGJKMAQB;Buenos Aires;Londres;euuckz fdjsnwr;EXOLFK9EGBFT;343797.54;rgrmo zggukr;45;33438.88;0;0
JACB23TME4JL;Montevideo;Napoles;ibdrrc jibuxv;GUULPDBW4ME6;234233.87;srsvke rfjwfnc;127;28964.2;0;0
JKTO1FFNRGRX;Rosario;Napoles;ozbwcuhy xfjagdcr;1X2JGR1G9Z6T;79258.13;pwhkt tkorotui;0;0;1;21030
32CNC85ENJRM;Montevideo;Londres;fcurxed ralbsbb;AJ41KNB8JXFQ;258570.64;obyvsx eejdo;0;0;1;19299
X5CUX7H8LT2X;Cordoba;Madrid;xowzst kocdglyi;0333UO7D80VR;107303.2;drarmnz vyoty;0;0;3;41650
EAOEP4ZSG0T3;Montevideo;San Francisco;icasbgcj bjaflc;HVJRMEALD27Q;27230.68;ztyhi powgzhdi;71;25151.17;0;0
HAZYWGHPUXZ0;Cordoba;Napoles;gvkjd ggqeff;0YPXI3WT4LOJ;271648.49;hltonzkc uhbzzfb;32;31159.41;0;0
005T9PYKP43Y;Mendoza;San Francisco;rfbwq msrdnla;0O2LCA1YOV78;194800.9;yzwpx dsnvh;0;0;3;18171
E3K1MEE8AXMR;Buenos Aires;Napoles;yzhermtl abimj;KSO4L8MP6AXH;303039.86;nlqalgq zfdci;0;0;1;26708
RG9FALUVF3QU;Cordoba;Napoles;clgurq ukwzymbo;YQALXRX4O2BQ;154211.79;ecbytab doclvisj;0;0;2;38960
WJR1GVOH0E7B;Mendoza;Londres;tygzydu ighoptu;WPGG27R87KE5;291624.48;zwoiwfez glhjgyn;58;26875.57;0;0
HFJM9OHRON7E;Montevideo;San Francisco;mzsvc dxvucu;BO861NBM8GBD;171177.42;hkwrh ygkdcc;0;0;2;26807
SHJKHA9ZOXKU;Montevideo;Londres;pjlymizm ytuadsea;4RQ8Z7YVTZ6J;186036.35;qvptwrot ppbru;42;27890.83;0;0
CAXGKX452RTI;Cordoba;Londres;zkvzxyxg kimqfg;FPXMIYHC1RFA;148958.06;cacmu kpetkqth;12;29086.47;0;0
E94AKYQOZ7Z1;Montevideo;Londres;ljdll squswt;B4Y154ZN5SNS;133986.42;epsbyqqo zxyzq;100;25021.43;0;0
4994JCCDPZAY;Rosario;Madrid;bkydctpq nainlsk;U5Y6F779VU6T;72874.8;gccuny kvfxbnw;27;25537.76;0;0
MY6U7BHX29N3;Montevideo;San Francisco;cenmdnsl mbhco;YRPENEHQTPVT;165630.5;lrqvku teuladam;177;25283.71;0;0
KZN9ZQ36CCDY;Rosario;Napoles;cfthvxoc msubjku;IZU171GPPJC9;173242.35;wcqimi ynjjmeyu;106;34370.12;0;0
JM3JMYGPVAL4;Buenos Aires;Madrid;mzuno lisxuk;XOZVQW8F1CX9;93295.87;vqjjmvym mhfko;59;28596.82;0;0
X31IJ1AWKGM4;Montevideo;Londres;fsfvlpmk cxgknp;OR75LJXR5O9Q;172118.23;hxadka wtqquj;0;0;3;40968
MONILO5PGJZQ;Cordoba;Madrid;cewqzgt txgacg;GOB68PGY4U9I;271126.06;dlpnz owlwk;10;29701.72;0;0
XMW5OL42WCN6;Cordoba;San Francisco;tmmba wwsukmaw;OSOKQEN2P82T;315174.62;ihsxgsul tagbxfak;0;0;3;18863
6QB11VWTIGE8;Montevideo;San Francisco;mpwojr zxvbbds;L84JX8MQVKWE;203583.92;nbdus ukczqrg;175;33470.69;0;0
7P2BRBIMQBYG;Cordoba;Napoles;tfwxs uggqry;RVVM7BUKHVDT;60795.09;gaptl seypigfl;145;27581.74;0;0
ISRVMK78SWB6;Cordoba;Madrid;gskct bapyeu;9BIAVFDXOY2Y;141042.41;zxvol rbhcuknl;0;0;3;18165
9EH5AWR08MJ0;Cordoba;Madrid;trhwchvl dgmwqe;DFYMRQCUE6KD;269946.9;czgkght dqzlh;189;28956.7;0;0
2LBUL2Q8JEXP;Buenos Aires;Madrid;mvtdba upssexav;ADQC4X18JLPX;171375.09;feqmk usqgez;0;0;2;38060
C7H55KZ6FSBA;Rosario;Madrid;dazin lgmhr;7W0UEGGEZJ5S;264849.99;joexoc mnzpojq;0;0;1;25352
8OB8INVX7GUO;Montevideo;Napoles;pjwvsn qwumpgyu;Q0CXOHBC6WTR;337635.44;pbprgjnh hdhdcke;184;32756.52;0;0
N45B9XKURLQ9;Cordoba;Londres;gwgfys jfypwauo;GP5GC4YJTWYX;285780.3;jgzhk cqvzfc;0;0;2;32063
BKTKVQIWN949;Buenos Aires;San Francisco;rarqo bobsugza;1YXHATYN54P0;325113.52;gceqwpni ggzrfq;80;30587.76;0;0
GS6ZZE5FVUXG;Buenos Aires;Madrid;akzge ppeqwkk;0W6X2FGLRCOJ;172262.33;gtwqfh rjfpuhbj;116;25142.65;0;0
I1MDR0HC3IMU;Mendoza;San Francisco;ziafa kikpbqv;J09SP5O7OVME;261005.17;cqesjd zttewm;148;34944.31;0;0
OD1NBEOLRCRE;Mendoza;Londres;uwldwscr zjooioy;LBYS2CE2TBW7;319925.27;trnom rvneha;127;27500.15;0;0
ZACF99ZR6C5F;Cordoba;San Francisco;bgwvf wqjch;WY90J3C5TZ9R;163546.38;ngjed vcrxklrr;0;0;1;26810
2FAOY1DV7IU6;Mendoza;Madrid;bllfkhl xllbv;IWM0CWAOJXX5;123144.88;yqoyjgwl mxhtqltk;0;0;3;40381
G9R1703EZS4L;Cordoba;Madrid;lhbqywl relcqufy;ATPAUIPXL986;239732.23;tsiyt jiryepxk;178;26091.46;0;0
9174IG96N2BX;Mendoza;Londres;pnnajsz tmosjp;YI36YW79L33A;202688.9;jdcez heqdr;141;32783.21;0;0
RFCFNHN470X3;Mendoza;San Francisco;jdrrgg jxjwi;PXV4Y8A83WNL;303719.47;racgsm yviilnj;0;0;2;29671
0CPGU721TO13;Montevideo;Londres;tbxqpxph zofjuxmu;Q6FOBW0XMGHR;289113.81;ecvoau egjob;0;0;2;30328
12D0541C6SC2;Rosario;Madrid;hkuuyru ckoglv;DCE97F6B4VSP;48496.16;aawsvx qxwrg;23;25094.31;0;0
FI6V8BZMP68K;Montevideo;Napoles;zyyaro fcwpxso;O3LD6F3L2Q8G;113898.85;njntzf uyfnd;0;0;3;42643
A6360DQN6E1G;Montevideo;Londres;gkykdeid wnvkn;GJDPW6OI6TP9;22593.54;dbrhaj hwbgbybz;0;0;1;36440
T07GLPSNOAFD;Mendoza;Napoles;ekric aagmjop;XO6W969LZAFU;96412.37;lkurh dmpht;0;0;1;29693
URFUGINWXT53;Rosario;Londres;lrqzaazu zgynk;7HGAMKJTKAT1;81771.32;gyihyrtc goqpb;150;30576.54;0;0
SOB181TYM5TW;Montevideo;San Francisco;hqzlo zaofexu;XG36QUNQA2BN;116003.38;xfcvuk qjzrd;188;32587.9;0;0
PNM2523DGLD8;Rosario;San Francisco;sfbfybqv sdhiyrve;B2W2C878KQMO;59121.61;uryrvswo uttfws;0;0;3;41209
V01RVNPTAZQK;Rosario;Londres;onqraphv shwuwxj;D6UUYZ7XK2MO;172747.29;ecazh dvesn;181;25247.28;0;0
3KU0AKVDEB5B;Buenos Aires;San Francisco;iuenwi jntdjyjv;KIXIZ0YK86XD;176043.29;dzufeoye zqnuy;195;34301.74;0;0
KFWOJ9Z9VQ7H;Mendoza;Napoles;gyrqua yliyyol;OVJC7FUPVN22;167789.44;ofdrqjzo cdlvpo;21;27497.22;0;0
TUFMQESSB061;Cordoba;San Francisco;qovffkz lkgrt;J37HJXT7UWD1;340113.39;fklhqmz eltvmu;0;0;1;20088
KG8G8ALMW1LC;Buenos Aires;Napoles;ejiyi psbyb;NS8FQZI3OUUA;214836.38;joahu ebcxco;87;27532.58;0;0
XQKFYWF81RY5;Rosario;Napoles;ykrsem tofhlo;BHEJZOS0432H;160222.68;ymhpylj ypdevr;81;25201.44;0;0
DELSAUG76AJQ;Montevideo;San Francisco;gjmobjdt unepeofl;X9BKZXB6RWNO;196364.54;vqrecykt bhgvfiu;127;32818.18;0;0
BUO88XOEFEXX;Cordoba;San Francisco;ribkqnn cukld;ZXC7ASIPA44S;147760.06;oyqkipzb zcgct;158;33678.47;0;0
9ARCNCSJX883;Cordoba;Napoles;lwwwfux ckhsd;AA746KU73KW1;74439.77;dbimfmfq hizegynf;77;26713.27;0;0
Q9YD4PUZ3TZD;Buenos Aires;Napoles;hifkpz yyreznqc;8ZMBNR2UAURC;76645.5;dlvqrti mnktijc;142;31930.69;0;0
05U2IAMXEYCY;Rosario;Londres;xsjfm ijpgh;78AFIJ2PP49U;165163.47;mjxyfyz dzmywo;195;26158.02;0;0
BBGJ8RRX079W;Mendoza;San Francisco;npikapv sjepuzvw;MZKOAOQNO282;129518.67;ezatla augriefd;158;26330.13;0;0
UB57EJSNTBE2;Rosario;Napoles;srhszf gfxkti;UPJ3SC19R4RE;346082.91;aehddsm xasfgo;0;0;2;18754
284LIHR3NNE6;Cordoba;Napoles;jkglejwt hhvyrpt;UMBRF223BYST;139968.67;yyczk kewhdoue;0;0;1;24482
0692OF2H7VHV;Montevideo;San Francisco;ijoixw nsrkd;LZH9NIYZTQAY;217228.54;yxejss ljtajm;88;34542.48;0;0
IVRKW3TY6F6K;Buenos Aires;Napoles;nxlbnqxr yrpxfzsp;GJOZ2LJBRCTY;151040.26;dxbxk kjzbs;0;0;3;20323
A126L2YLIWTU;Buenos Aires;Napoles;gazmxze uyfcumuo;DMSKCBRTN05A;322231.23;gvyckdmw kjmyeh;0;0;2;35092
6KXT6N27IWC1;Rosario;San Francisco;dkpnefs erdbp;FSUM35ON6ZGV;306206.29;lqkiu fjgwidx;49;34629.35;0;0
0RH9ZBPNF8P7;Cordoba;Madrid;ppamtq axlsrjwb;Z9UOGCZSRDF2;241098.32;mzcmdw namxdtl;0;0;2;32330
EI7B8P5BTMVQ;Buenos Aires;Madrid;xisuszt lvuwfnhg;I7EMA81CI0HR;305778.78;fijholxs gpfoh;24;32885.46;0;0
0ZS9S7CPEAYQ;Rosario;Londres;ewyaf ixybnemu;M7X5PMR7AHLH;147798.53;fccdllo uzxjo;0;0;3;37021
31FS45BGCRWZ;Cordoba;Londres;meming biqebjh;EZYYRRU1339M;36649.8;tdjrf royhjmw;172;30026.06;0;0
SRBBTN4Z4WXK;Buenos Aires;Londres;iflmay afabb;IY4SDJ7O3UF9;161397.88;gowkpscg ppjwsek;59;34309.75;0;0
LME5QJSL9U4F;Buenos Aires;Madrid;yyzdeqi bnoiniu;TRZUOPNSUKI5;151796.75;phqkznbe axsqwfve;156;27654.95;0;0
APPWGW9W5SBH;Rosario;Londres;voxdq ghgtxh;A5AFUFD848QE;74723.59;hnbswh mvgzbpok;104;25263.12;0;0
QJMD3Z4SVU7Q;Mendoza;Napoles;lmseg gflzeb;YSBT837EEFK0;153055.78;rkzyv gbbsuob;154;29208.58;0;0
VWLZTB8K7BB7;Cordoba;Madrid;oiynnv prxlvz;DBIZKL6YXPXT;308320.04;jdmrtmxv objzeag;198;28054.71;0;0
5N6I09HG1ZP6;Montevideo;Napoles;erlanen durqxei;GJ3OGMW6IFOQ;71598.56;ukamxdii xhxxw;193;27493.81;0;0
BDWPCINBJO72;Cordoba;Napoles;qrwagx qydmyn;K07FROMKKC2J;290753.14;gitroo edyimjh;0;0;2;18584
O9QBLDCOEMBW;Rosario;Napoles;yxlhpv mdshodke;4YKR9KNVU8UL;291726.07;sjfsju dsvjvpau;0;0;1;23702
0RRDZEKHLMUA;Cordoba;San Francisco;shbioio toijyc;UQD47GKCD28R;116768.84;lnhtpms hjpvknx;0;0;1;41404
2RJI6JID0T16;Montevideo;Londres;agldsx fwltaul;F1KXWLY40PCY;22033.76;uudvbp oaqcdyl;64;28079.59;0;0
C8MMOVTRGGA6;Cordoba;Madrid;dhcfmb nauqwxks;I7IKHCMH3753;197589.07;tdgjb tsxvslx;181;29739.11;0;0
GEKBBM91Y46L;Rosario;Napoles;dkrxlkfu pkzql;CM58HVF2C97W;74198.99;gpkyvwp nriyqujq;107;30503.83;0;0
0CER3FDZEYS0;Rosario;San Francisco;iwcsrl gxbfax;LI6TN6SBGV63;58585.03;mcvfbkaz jzexus;186;34530.57;0;0
KR9EXEET6BKR;Montevideo;Madrid;qgefn pgyret;7IBHYSSGIO6U;200602.25;giafg offjxlyd;0;0;2;19293
BSH82HZU2C5N;Cordoba;Londres;wqhdvfl hslqfds;0OTXB3NFWIMZ;40863.2;slwdlru flsxti;0;0;3;27128
QQX7D24OHMYT;Cordoba;San Francisco;ndwpf tmozcpvz;K6Z40LKLRLUI;207970.54;tjwjhcj sivyh;145;32233.25;0;0
ANI2UGAA8KR1;Montevideo;Madrid;krxcbewf zbepcf;YE315CH6YS6P;262744.92;rmdlaywf agfvcqs;191;29677.68;0;0
G8A0JXM1J6Q8;Rosario;Madrid;eywcc tjrka;DUCYB9BLHXLZ;281238.74;wofacmub tyumzxz;113;27795.07;0;0
2Q9Y4BTE7351;Cordoba;Napoles;pljlt ndnpxzj;X851FKDCUA49;312394.91;pbklatnx okbbkuv;0;0;2;28217
3AOWYODOWVBW;Rosario;Madrid;owokf bhqlsd;BVH79RZ8SXZS;321643.33;tswgx tglilz;0;0;3;21752
3S9LGM2ST5LU;Cordoba;San Francisco;hvyfb xuwaq;FDK8YYNC12ET;316689.14;cedwdwbw bferx;0;0;3;23780
PBM3Y348MQ7K;Montevideo;Napoles;gzhuym senxmpn;UXJOVGA1DHEW;333209.43;fahyxftx bmpvwsp;0;0;3;44141
P8L1QRXM4Q4F;Montevideo;Londres;dptigt bmwtgisu;81U050O6K9KW;43867.45;osyqzi inwqcyva;0;0;2;30500
2E8EJ55CAS64;Mendoza;San Francisco;ckonqcx pmyynvs;03NCU7YE3H6M;290350.02;vdvwsi ocepba;0;0;1;33283
ZUOM1C20D908;Rosario;Madrid;auustvys ysnmk;3BERTQLYSA5D;17948.16;mfybdyk iydgf;0;0;1;19916
D8KJXJ0HU9A6;Cordoba;Napoles;nnwpx xakwewyg;L1G6DYQG3Q26;339014.14;gpbqiapv sxdezft;68;27577.27;0;0
ZGVYMYXEJOSD;Cordoba;San Francisco;udkwsoss cnopmuvv;5SUEIBT4BTES;249449.05;uaztnuc rjbfbfbs;0;0;3;19778
D2Y95O9BBD07;Mendoza;Napoles;rhlkwxn tkxseny;R44SM1B4EJ9D;287813.67;duijkn axwgccud;0;0;3;30032
HPOOM4RUXKNU;Montevideo;San Francisco;gyzmyzel bxbxc;9TCC5QG2J8HB;131435.67;eriawtz qsyolas;128;26154.92;0;0
HZ7AZ30UUFZK;Mendoza;San Francisco;iudox uawxcag;27T3X7FVA3TW;257350.11;jwqmoizk mvspis;85;28004.15;0;0
KEN36UVQBGN1;Cordoba;Madrid;niinp xwhqpmp;WDCD7AZ7RKH5;335861.78;kelpezk gedyyhhe;0;0;2;20117
5V77AE8IVQMX;Mendoza;San Francisco;xejvuo kakmogxa;81JICPLOVJXC;219314.55;yjorj akqcuoop;0;0;2;22323
CBLP4DBIBJWY;Rosario;Napoles;jqmuv qjapvr;0LKZDBCJO9C3;259430.16;uxkutlc gkpsfat;180;27103.74;0;0
I46V776HNB0X;Cordoba;San Francisco;rpjtkn gbwdbqzo;GZBXC3N4KYR7;103046.65;zjrxkvc lxemzn;124;31073.21;0;0
EPS5YM54FHFF;Montevideo;Napoles;eeahpra mudhtbv;JURGI7EW65SI;68747.15;idrpd nykwqxc;0;0;3;35206
9MS4LUMG7RZV;Cordoba;Napoles;lqzvj svnmxil;G1IWJIA64OL4;146068.38;ghxsv uhhbgg;0;0;2;36855
KOGN9N1JJW4W;Cordoba;Londres;jfggi aoxwfa;RFYQLT539DU8;19542.45;obflpz yzkferl;0;0;3;18591
PSVAI77IV78X;Cordoba;Madrid;ikeoxml dfetdjh;0ZC444ZV57C9;177436.92;xphqnj zxsrhj;0;0;1;22535
CLHG4H8GHKMZ;Montevideo;Londres;rduwbeuh uomoogtl;AFBW9QN7E7VJ;213839.41;gozmg imgaj;102;34308.56;0;0
V8YP9GBG6FYE;Rosario;Napoles;thzkho rsnsnl;F982MGAOXMK9;27700.12;qmneto ouxwq;0;0;2;28291
1SUVO7ODFR65;Montevideo;Madrid;gupeor hevqk;WZQT1UZ3LRJP;129063.12;jceant krkun;0;0;3;20787
603SD9W7IR93;Rosario;Madrid;czsyx yqfjshi;KDGPRKAREOIB;59735.36;imzpcbb mvrmtcl;0;0;1;44686
OSLWZJ1N1GWT;Mendoza;Napoles;onfgt kuaylrt;6MBF3CZ6TY93;199983.66;xpffz vtzdt;0;0;1;33290
7WQZSYOVL6FQ;Mendoza;Napoles;xkijtp vzithiqe;IQJDGACSREIG;313743.59;wkzdcus fseit;74;28299.76;0;0
TPLHBFTE62JC;Mendoza;San Francisco;ytfuqz tqlist;FULOOJSUS65W;241659.78;dghdl hpsnozip;0;0;1;23827
LXF4ZEIWLDKS;Cordoba;Madrid;ntrasa bubse;ODLFSF5I101M;185141.29;juajcgmo ucidz;0;0;2;26147
FEJPXKEQK78N;Mendoza;Napoles;glnyabrh awgbrnr;NEGB8SO4AUMW;223909.65;xivlbdeo qpgsw;0;0;1;26789
85PH46LGL9SM;Mendoza;San Francisco;lrsbkhue ihjeinfn;HKIYRUKS8D2I;250615.5;wubszv jgcnulfm;102;33552.72;0;0
PZCWDQYNEIRV;Cordoba;Londres;fmjahsja puqjicye;RL3LWFVGX2QB;341262.3;xmzwoi porvp;0;0;1;24025
WXENPB06M25H;Buenos Aires;Londres;uvvjboal cgmnfao;R9G3PA6L48FK;115746.02;xiimys uwgsw;0;0;1;29741
EM0DH66J7XR4;Montevideo;San Francisco;lmyoqpe hlbnflw;QP0F686X3Q0Y;203605.22;nvqwamfz yzayvs;114;30789.95;0;0
IJOYGAYLFOZH;Cordoba;San Francisco;qpfxrqu bktzfsf;RU8A9190Y2F1;96398.55;kcfyjh puqjtd;0;0;1;22416
H8WVUFRX5N27;Mendoza;Londres;lphoasjx lybkmurc;FQSH8DWT7K1R;273253.1;ouikkoa wnpsc;70;30925.87;0;0
KBAH6TRUNNWY;Mendoza;Madrid;qteivv ztdkjp;ZYHXHP8GEGJU;30684.04;yjnho lboul;147;30079.52;0;0
N8BBA6KBN6UB;Mendoza;Londres;ckpyt sfkrta;WUH1E2SZR0F4;291844.84;uhhigjs yjurjqnt;113;29414.88;0;0
XKE16Z2LMOMX;Buenos Aires;Madrid;xedbhn kyedi;GAH10DU3O4VD;178944.69;teiztsqg iglvdj;145;25979.11;0;0
XOJK7HKTE07H;Mendoza;Napoles;xfrsmlb tbsvqd;T9CFLPI39YCO;126456.5;gxwdvv grelt;0;0;2;33035
61JN807YKOKX;Buenos Aires;San Francisco;jvwersrh lthldn;7X58JKRIGU8M;191905.38;poxjp vafrnvpf;0;0;1;19514
HK2W8M353NDV;Rosario;San Francisco;smstonj lodtdcuf;60G4ADJRAZYC;29873.74;ohgrdwlf fftnnec;0;0;2;44466
KC5IK0W10AOW;Cordoba;Napoles;rzskhi dkyns;T4DO5QZ2KKR5;225194.74;lxkzoqaq mccon;0;0;3;30037
DA9BQKEBSQEK;Montevideo;San Francisco;pznpq esaxmmg;H5W9Z54TSFUS;322557.34;zgswza ukucz;0;0;2;20866
LMAU9IYA4WPP;Cordoba;Madrid;vufzczmv uzmbgox;SVHQQ0RUUZXN;143697.79;xqdptypb kbcpt;0;0;2;20289
OEJZE8VFOW48;Montevideo;Napoles;fcwzvt ryymg;XYC6Q130QEXH;185738.36;bndrq lmazuk;0;0;2;33145
DG6ANFIFEURS;Mendoza;Londres;rvhtx qahhzz;S18JTR2L7K6V;231292.37;hnvzg sjejlt;0;0;1;44032
9KPZX3VPFIJR;Buenos Aires;Londres;lzqqdkg pkldyn;P3QKYZPFQT6D;292506.71;txwsd ysdlzlzi;14;32695.13;0;0
GKL4OEHNMDOA;Montevideo;Madrid;qorolyd hywsxbfl;5QA13OFX1IPF;291344.88;apjxwuo dkxoyjt;170;30513.05;0;0
VSCZ26A60TM3;Montevideo;Napoles;zoavcbxw wbjpoggg;3IIUMTYZNIQM;236142.85;klcmgbk jtotk;161;30540.93;0;0
ZVGPK5CWD121;Cordoba;Londres;wfpooo cakbfmyt;X2K9RVPUZDLW;86233.39;rwzbq ncbbnw;0;0;3;28716
Q3ZX503DTWQG;Mendoza;San Francisco;bwxaibw ckwckqk;6Z7I0VPOO81E;101963.17;cepwpr mnhjjrp;130;29708.5;0;0
WH6Y12GZ3IJJ;Buenos Aires;Madrid;esoiuz adghknk;SI9A4TT5VVLC;42984.65;vdfnq muhry;0;0;1;35116
XN4W6HRZU4JA;Rosario;Londres;tsrmpio kgllhgm;CME246HU7LHV;252803.78;xkkww dqxdxlo;0;0;2;30043
FE4SREJNA1FB;Rosario;Napoles;qtgoqhr zzyjsus;Q10VZZ40E3V8;206642.78;ruwbgem uokopqzw;129;33532.29;0;0
LEXUVOQN90U8;Montevideo;Madrid;eiqbps cfcnben;ZCFNJOXHBLI1;325905.57;rrzcj iidzdx;0;0;2;24063
NBP5WH7Z1VZK;Rosario;Madrid;ueoxl xqbfr;8QLXJUZE3GMV;173982.03;jqceixdz goprs;0;0;1;36261
M5R95YMK5170;Montevideo;Londres;omnxgkt axqba;76CLELRF8EBF;25344.92;xmbzeg idvjfl;42;25602.7;0;0
XQ0L1KBOGASB;Montevideo;Londres;wduas doegdz;YLXYAH92F6BG;295616.37;hpsunbfj mbdms;0;0;2;39504
WYQHSBZICGJB;Mendoza;Madrid;eatbgmm cwidl;ZE5PNL6SM9Y8;63595.58;ovbhigrv jiavs;181;32596.75;0;0
YQLEYIBLD4Y5;Buenos Aires;San Francisco;levasplf zyntvdr;QNDXKOUHTUEE;236014.39;yiciveb oxeahdl;96;28991.46;0;0
I0623SB4KKAB;Rosario;Madrid;joxbe fqonqup;5Q2LIYAP70RS;140132.97;zsigd xwsqylz;0;0;2;37390
2ZGHHS15PXUF;Rosario;Madrid;vwndje atxci;PMXJ42ADVNX8;133983.66;mzzxv eegjlli;124;28366.69;0;0
6JZNUVQYKA9Y;Rosario;Londres;wsspftu sozwpzl;573Z49NLD13N;121284.09;mxqbvdz muppjvsi;179;31548.84;0;0
4F3KVKGZYZRA;Mendoza;San Francisco;vkdky ttclpmoh;8YB7WWH5A8ED;97941.31;trptqp mcgkixgj;0;0;1;28758
42E7VLMCPTVV;Montevideo;Napoles;lmtrnull ptlsnv;3YKHHMKOQ2SH;43274.18;qdijlao sqckk;0;0;3;30049
BAXVUELWHG9I;Rosario;Madrid;xoptfn enwvv;O6TV8AK7YCMT;38104.69;koqvfv jlxxvty;100;32070.29;0;0
XAWFP174YRRJ;Mendoza;Londres;xozld ordjhue;ZWTGFM9RP2MH;286633.05;dxztnuwz frgupstf;0;0;1;44222
ONHFPJODVARB;Montevideo;Napoles;oqghm dejbyor;D9GG13OLJ8LX;303667.35;ycabc kftvzcf;0;0;2;38882
OJXQZ6JH8IOZ;Montevideo;Madrid;ogqwn itcya;GNSWRZBO4O7G;307594.83;bwzqr yvjozd;170;30305.19;0;0
ABWTPFG8UVYI;Buenos Aires;Napoles;wsixhzd sqvhvbwp;30P1URSN5R9L;141097.49;unxttc hhowg;0;0;3;19350
1SLNGR8QP0TA;Cordoba;Napoles;fuqtvvkl vcntb;YBS0GKPBUTI4;177359.27;xfkanqph nurtaavu;144;25238.45;0;0
