factura;importe;tipo;nombre;perfume
41863194:08;133787.0;D;Irina NZDitw;17
26727526:08;54703.04;D;Carlos xqCiu;3
66614526:08;52437.19;C;Laura dtHYKJ;2
58834894:08;101183.78;B;Irina nyOQVSr;10
11952413:08;103615.15;D;Carlos ESJPcC;2
50550297:08;55207.0;C;Martin FbEPM;9
43380614:08;82571.19;B;Carlos xExuvnWe;11
16382551:08;91782.98;B;Martin vznASp;4
35647721:08;128735.94;C;Sebastian gQSxd;2
57170276:08;68524.19;B;Martin YQhtsx;3
80444935:08;142031.19;D;Irina goxXf;15
47922591:08;93451.89;A;Laura gXAlnG;10
21858177:08;115570.97;A;Laura wCECiicd;7
54005999:08;141755.12;B;Ines GKaXlmoU;15
19537687:08;57214.61;B;Carlos TWJAFPzu;10
33800308:08;27002.54;C;Sebastian IwDpYRoYW;14
16494527:08;47731.48;D;Sebastian cYAURWtt;11
64443236:08;21632.65;C;Ines rmlKPWN;13
54844499:08;101704.85;D;Martin htNLhqs;3
57463232:08;24458.38;D;Carlos SpnHI;12
14301009:08;121429.35;B;Ines yewJPr;13
17529262:08;97628.2;C;Ines beficr;2
95869330:08;147449.01;C;Carlos JkXur;10
91504698:08;110064.52;C;Martin dyLNj;4
47926293:08;121406.57;B;Olga sLdPO;17
65955198:08;51681.25;B;Ines abxZfOm;5
2318329:08;38793.7;C;Sebastian wOkbu;7
8921446:08;33677.85;C;Olga FlaOSBXg;6
14177363:08;105494.31;C;Carlos lXInpQdu;9
52062935:08;132151.44;D;Ines ybcSE;13
23230059:08;65326.19;C;Ines BLxfBEvWm;8
89613135:08;99227.37;A;Juan ggtGginU;11
34178149:08;120141.32;B;Olga nCObdiq;10
84294502:08;36343.52;B;Irina QnMZqVQ;17
28473892:08;127532.3;B;Martin ndUiGyOLp;17
76269839:08;116914.76;C;Sebastian kQOkpqE;8
43661211:08;30883.2;C;Sebastian RmDoxRp;6
83213168:08;99388.63;A;Carlos CTOnGy;6
47409411:08;117314.54;C;Ines LqGhQAt;13
52913627:08;125116.19;B;Ines nbPEriIoJ;7
38772353:08;74998.92;B;Juan XJMwSlcR;1
98896110:08;21865.68;D;Sebastian foCBpJLq;1
71397749:08;79187.52;D;Laura LgYKOdm;9
21361184:08;55061.18;A;Juan KCgrOriY;11
21835734:08;71921.54;A;Carlos oyLHfqBjc;5
63797636:08;76895.86;A;Irina KENoH;15
72218727:08;96607.21;C;Irina neCxjE;7
27511955:08;65939.5;A;Olga pfQrTT;7
15124400:08;122511.15;D;Carlos qcYgcp;12
83859890:08;61462.64;D;Olga nYunR;17
51621383:08;118216.3;B;Martin FyaOLR;11
90528844:08;104586.58;A;Juan DrPrDRLjV;12
64596601:08;138148.76;A;Martin iEDgEBYT;4
23104472:08;50131.99;B;Laura gEEpiI;12
97743528:08;23091.08;A;Laura KhYJG;11
52003261:08;54226.54;A;Martin lbegG;2
96047310:08;105894.7;A;Ines CtxNpyHpi;2
69269506:08;43779.95;D;Martin XpOGTZjO;14
16359794:08;140472.89;A;Sebastian lWKKuvYR;13
3714974:08;52762.83;D;Olga CNYox;2
36743797:08;20627.14;B;Sebastian tpUAciyqR;5
83755321:08;113426.21;B;Sebastian CrxfBS;2
12693986:08;63590.96;C;Juan oIANy;8
76662420:08;148720.73;B;Sebastian zrZoQJnj;16
15261180:08;26588.41;A;Ines wGqrtpHK;7
2927495:08;23980.08;A;Martin DsDJyiaID;4
36018022:08;103573.03;A;Ines sdUdI;17
82658045:08;58158.04;C;Sebastian rqCSIXTuU;10
87992020:08;139839.27;A;Olga GzoLJfZc;14
99807141:08;116342.14;D;Ines CGCiO;2
39124184:08;134342.71;C;Irina nvvUeP;9
40047093:08;110133.78;A;Juan fOqbLL;7
79279082:08;49343.74;C;Carlos cJpxa;15
8469674:08;57381.47;D;Olga jDdEMBbE;9
40574614:08;97751.07;B;Juan qgSYgJbJm;4
58287734:08;97104.17;B;Laura cHbmB;16
23582737:08;72716.48;B;Laura yYNLWl;14
49055451:08;72290.56;A;Laura bClIpuJDh;10
87816320:08;60925.02;A;Olga ZMfyztj;10
59948773:08;142009.28;B;Olga tgqsaZ;15
67645353:08;39389.61;A;Carlos LblAKRVc;3
15165670:08;19500.56;A;Sebastian eLRjDOpDo;10
10171730:08;75251.88;A;Laura EMIGuRrdz;4
52744572:08;40588.98;B;Ines jNWUWj;15
67122477:08;36195.3;C;Irina KLrxZS;3
32044851:08;145859.32;A;Carlos flFBYx;9
10946445:08;35173.21;C;Olga LRckpWR;10
24055005:08;47760.78;C;Carlos fSLWk;10
80445629:08;40104.63;A;Carlos pGJdBgm;15
3894046:08;113006.91;D;Olga UbJJe;1
15057408:08;58232.25;B;Ines gaqlzD;7
93410169:08;55123.17;B;Juan hHkBWTJzK;4
41756095:08;125583.57;D;Olga ewJIb;11
22660963:08;140039.2;C;Martin EbvHXrZF;13
13164644:08;61996.28;A;Laura lLItXMK;1
73862777:08;120525.98;A;Sebastian shiCZBbI;1
64631903:08;55989.37;C;Martin medDW;16
98918945:08;135428.53;D;Carlos sxwVnPVYv;16
27548918:08;29013.93;D;Olga HmJrA;11
78087725:08;100966.04;B;Juan MbVcozuo;14
59756204:08;25953.07;A;Olga fJfXoZWp;6
47664482:08;134272.71;B;Olga PdXNwHQe;9
85995620:08;91112.19;D;Carlos cuRZIGY;8
49939609:08;24381.71;B;Olga xFQYfPdtw;7
18246236:08;75368.48;A;Laura YoUxdDs;6
75704277:08;133315.35;A;Ines bxFanO;13
92444948:08;49191.24;A;Laura zDzPaF;14
5275914:08;139093.28;C;Olga lTJmGI;7
89120466:08;43272.02;C;Martin AcelnXu;9
88614174:08;107553.8;D;Martin ERhSk;2
16217228:08;36272.15;C;Sebastian VMmExGGT;17
40881215:08;25956.68;C;Laura FegdK;7
24607774:08;109174.4;B;Olga kBHkywWsK;12
38405626:08;106021.91;A;Martin GWWzkKKGE;17
74889382:08;34466.72;C;Ines qRlcutQjs;8
30430252:08;21207.85;B;Irina gWrfPtg;3
40090894:08;117284.59;B;Irina bFIZmYKH;7
76958157:08;53378.5;D;Sebastian PcbOt;16
68420436:08;47026.45;A;Sebastian RnyHVZhR;11
35359991:08;80694.88;C;Ines ATGoNp;7
1010605:08;147951.75;A;Martin eYuelENj;6
56526111:08;143600.15;A;Juan lNiTSa;5
55210648:08;54968.51;C;Ines XaKxWG;10
8399954:08;120987.65;D;Martin yGWCHeO;3
13691223:08;124180.11;A;Irina bJnNI;2
65329561:08;80175.09;B;Olga MYZglGNZQ;1
95530860:08;63382.36;D;Carlos vtScqz;1
52189296:08;101728.8;A;Juan BzkBzk;9
56053751:08;131922.23;A;Martin MYYPjxxtN;9
77736867:08;88576.84;D;Ines oDpVsFlSF;4
33678399:08;135484.24;C;Laura vdhrFzoKr;1
48786347:08;60412.85;D;Laura TAEfPLQX;13
20097508:08;115710.98;D;Sebastian mmiZsRcX;14
79476497:08;55107.4;D;Laura oKCkE;9
91356127:08;26320.45;C;Laura EIXDyJ;17
12898177:08;56324.14;A;Martin gxUeQiY;17
80286376:08;125092.51;D;Ines JzMqdjr;10
76953372:08;48181.14;C;Olga gFAhCeyTs;8
49405224:08;35197.88;C;Olga gYFqOgD;9
95864462:08;63113.69;A;Martin rHMZmAhl;16
79037531:08;49304.58;C;Juan RZftfkr;12
28869758:08;30413.18;D;Irina DtCzEmkTk;9
66897280:08;58333.79;C;Martin YzWLqVwj;3
1539097:08;147306.28;C;Olga LhsmfD;4
56129462:08;54376.8;C;Sebastian SXIHcmx;11
77517773:08;134955.82;A;Juan OyKjnhUKZ;10
6139667:08;103677.21;D;Martin LqnUi;11
30802939:08;95371.17;A;Sebastian XrdRRiD;6
92046403:08;85273.01;B;Ines LZWAzyem;7
84430989:08;142482.65;C;Olga ZTmNcIMZo;9
98153136:08;85041.12;C;Olga Dcyms;15
5389420:08;123029.92;B;Carlos iHxaqjHC;1
40975294:08;67565.52;C;Carlos czIYQIAqj;16
63540184:08;52850.34;B;Martin WROQoGvk;1
950554:08;120947.53;D;Laura fHhLR;12
98995401:08;16955.13;C;Olga mchLnj;9
91732678:08;122886.13;B;Juan tiywHmWFX;13
54766924:08;111017.34;B;Laura oXgUtEfAE;1
46492333:08;91178.05;D;Sebastian tfOhF;14
88284844:08;110178.83;A;Carlos JRrcj;10
64394342:08;126774.25;C;Irina fnlNj;12
52399403:08;27343.78;C;Irina TVgIMabiZ;9
935700:08;46106.77;B;Juan sgboqZU;9
36835905:08;114479.64;D;Juan aTefIxx;11
19996410:08;54473.51;B;Irina XEUKWBhE;17
15772458:08;34872.98;D;Irina YoEXXI;9
64462332:08;88200.27;A;Martin LlJuZI;12
27104759:08;92804.74;A;Laura McDQl;9
36386633:08;131205.53;C;Ines ATLlilJ;5
74456701:08;128103.06;C;Laura afQwT;1
30090785:08;110291.11;C;Martin GHotCBtD;9
3504889:08;94794.83;C;Olga ygzsgjIaN;14
7886242:08;29764.77;B;Olga IAjNnoCY;4
97060928:08;114464.92;A;Irina qVrSju;14
86407788:08;61872.94;B;Sebastian xndNRXVKw;17
35265864:08;43916.81;B;Carlos wMoZmjvhl;6
97276504:08;149661.07;B;Irina sBWjMCvv;11
61916942:08;50282.21;B;Carlos UMuyDNM;4
53531540:08;59494.2;D;Carlos OXBSMZhDR;14
38334193:08;24088.94;B;Martin bnRWnyq;10
78768376:08;77427.54;A;Olga gvOJHOFDe;6
93462115:08;31360.08;B;Ines cvOki;7
45605811:08;114752.69;C;Irina qgAGswXC;12
11135929:08;121827.01;B;Juan RDPNWpogW;16
92033483:08;74066.35;A;Sebastian mKFDSoD;7
59270673:08;116876.29;B;Sebastian MoeQaze;13
32374903:08;148842.87;A;Irina OnIiZ;2
78905429:08;25652.98;B;Martin tZoogcF;7
67110657:08;136847.76;B;Carlos uYjqt;3
53074781:08;134186.59;D;Irina hFjXcZ;3
33297625:08;79527.05;A;Olga TvOHWoe;12
56028263:08;128169.45;A;Laura iqaCpcuV;14
93876977:08;15701.35;C;Martin UQnzzr;10
45423045:08;51235.78;A;Ines NTWPnBIU;14
66473760:08;48398.25;D;Laura DSbFKvfu;11
44913682:08;67140.51;D;Olga exXHaMj;15
95184176:08;110528.41;A;Juan RHgArN;4
17961130:08;121179.2;B;Olga FzHkBqs;7
29908001:08;59482.89;C;Irina BwQxS;9
69468987:08;60332.13;B;Irina lPCnUav;6
59020903:08;96269.02;B;Olga kjaLK;4
37285053:08;75722.91;B;Sebastian PmNEl;14
42585344:08;49422.16;B;Juan aCPdSJ;8
13788020:08;76397.6;D;Irina LMPiPRx;4
43303231:08;67131.24;D;Olga ozLDlH;9
13246443:08;57793.35;D;Martin bHGUl;17
82306752:08;128924.84;C;Sebastian HYFygfDNB;6
16128107:08;50134.93;C;Juan Wicmj;12
78021667:08;26830.17;D;Irina izCuvCa;10
46549995:08;82463.09;B;Carlos eHStGGoFk;10
44464791:08;36039.76;B;Irina VmKUrILn;12
46594826:08;31036.73;A;Irina eHbQYJv;15
88462742:08;55151.82;A;Laura GOGbAD;6
49464385:08;130396.21;B;Juan fvmdQAAA;10
21610119:08;127902.99;B;Irina DEwdukoO;8
11603342:08;61622.8;C;Laura AHeqNRdyJ;6
29729934:08;109945.7;C;Ines yNpxn;15
43113874:08;35624.27;A;Carlos HPIQiqcND;10
7285908:08;27485.16;C;Ines wlmsP;5
55159797:08;23931.08;B;Martin ACbZV;1
48727261:08;57522.85;D;Juan dPvVq;10
31575993:08;79373.1;A;Olga mkXTZ;16
42321528:08;24563.17;A;Olga BWYaL;3
45930183:08;130621.86;C;Juan SrPzFFPzm;16
86781773:08;101537.82;B;Irina rUYCmg;8
34308377:08;39476.68;A;Carlos nuvMOw;12
91978141:08;140164.2;B;Carlos DAyXZ;5
23678569:08;129882.34;A;Olga bUrfx;7
92356854:08;129798.63;D;Olga uPiyk;16
26473036:08;88822.85;C;Ines jDfPJygEu;13
59566718:08;135376.81;D;Olga XqDVIrXM;9
80006358:08;23123.56;B;Martin ErErN;7
69095608:08;60938.9;C;Ines lweJipVxt;5
99141083:08;106043.47;B;Juan WNjepq;3
85002836:08;135627.51;A;Irina lonodB;3
54331687:08;64650.13;C;Irina HPiPSzRBe;3
62745421:08;32975.01;C;Juan YEaoD;8
60388165:08;96070.17;C;Ines TlpGBiphj;2
86904469:08;28120.49;B;Laura NLpValQx;16
76588076:08;137847.72;A;Juan muDqR;6
71923980:08;132137.73;A;Juan PKNjJFJhc;12
65400523:08;115545.01;A;Irina YGLdzpyK;9
84251119:08;18585.02;B;Ines uMjWo;16
2509378:08;52659.76;C;Sebastian hAxKaNuRc;4
74876823:08;20945.97;B;Olga TrEUT;3
35464627:08;129841.81;C;Irina uNyMZwS;13
97714344:08;113514.42;D;Martin zzgno;7
38517537:08;131344.17;C;Carlos DjxqjGa;9
97233506:08;98476.16;A;Sebastian fUZvyrlA;11
14937952:08;147284.17;A;Irina tAWzl;4
6559102:08;76036.45;C;Martin lnnFUV;13
99566192:08;81242.39;D;Sebastian uzKyCuQNh;10
92039634:08;124062.92;A;Olga UXUha;1
45360880:08;138605.17;C;Ines RKUGTz;3
79799105:08;19767.97;B;Juan utrHpVi;13
12846130:08;135334.41;A;Irina lqsTFY;1
88679846:08;53720.04;B;Olga YYOGkClPS;10
3680063:08;34384.88;A;Ines TTMTMIGWv;10
97727257:08;137954.31;B;Olga eXZDXc;9
77207432:08;28928.45;A;Ines mlpXJMov;12
42204484:08;105646.27;D;Olga LAtdMJOtQ;9
23798926:08;100753.73;D;Irina fDSmvMqd;14
64736583:08;70769.22;D;Sebastian FanOW;2
61905655:08;81437.77;C;Martin JahOoFLR;5
72480578:08;87840.97;A;Carlos ojjysJRl;10
88475721:08;47921.96;D;Olga KrZLtjPUE;2
48205887:08;119688.95;D;Laura ujMQwrIX;12
25756768:08;72178.87;C;Laura afDYeUaZM;8
93141860:08;63358.85;A;Martin shEJrRkoe;14
93160899:08;20676.43;B;Olga FmudXoY;17
84857231:08;31959.94;D;Irina kRZSYLV;4
57828307:08;143804.53;B;Olga wttWSchk;5
34644675:08;132232.42;D;Laura yHdnZ;4
77470735:08;133403.58;C;Sebastian ZFeuqPugl;13
68016557:08;83661.43;B;Carlos Kmmyaf;14
33903858:08;58986.32;C;Laura IvnryNX;8
33282083:08;120210.43;C;Carlos VloNnnjQk;3
16961322:08;74253.02;C;Carlos ZlFWV;9
82109321:08;111551.84;D;Martin EongdZ;17
82790171:08;110362.8;C;Juan QrXnshYkz;7
79916459:08;119902.96;A;Juan uqmhh;17
2912809:08;75266.05;B;Martin UZEogJfHN;5
4033098:08;141986.18;D;Ines dmCpstL;9
13053911:08;106058.71;B;Sebastian nUvCbD;2
14694119:08;136042.93;A;Martin YQWDP;17
76003342:08;81918.74;A;Olga QEqnBU;15
66346761:08;137601.46;C;Laura eiSCkmqP;9
51907665:08;90871.27;C;Irina YvnoRd;15
8978769:08;60748.16;D;Juan OMZHR;3
72935850:08;98103.35;D;Carlos hbIorKSV;6
1865456:08;131501.73;B;Ines yjHGOam;7
23557481:08;95895.05;D;Martin sksJmyBx;8
65071072:08;115687.76;A;Sebastian NCcFNS;1
78179708:08;142670.86;C;Laura ZwDnpOU;15
38389433:08;94039.5;B;Irina mEgXE;7
74384710:08;69842.8;B;Sebastian nWEFXJY;12
81068182:08;124580.74;B;Olga wQPVTgcnM;13
63010905:08;96146.96;A;Irina CmUEdyzF;12
21564385:08;33098.63;B;Sebastian YKqXpSnC;9
34342740:08;114323.62;C;Ines paqRdbIAi;1
7273590:08;126687.93;B;Ines mzcnZ;11
73255173:08;113328.02;B;Olga DZwQg;8
65574870:08;132776.44;A;Irina uCJsbVGz;8
97544982:08;136663.12;B;Olga IHJumKP;16
65275415:08;125549.15;D;Carlos hobqMXrXn;4
74241867:08;105823.7;C;Irina XCWrcv;16
17954823:08;135659.9;B;Irina yRrRtQ;7
14065525:08;31976.98;C;Sebastian TVRFy;3
93744528:08;97282.48;A;Juan KLjyAglDc;13
73007850:08;133337.45;B;Juan oPsvuU;13
42848835:08;143117.05;D;Ines CRnrffa;1
23093841:08;24567.97;C;Olga AcnGuUj;16
26625407:08;91573.43;A;Carlos ajqkMRquj;11
32819856:08;113702.41;A;Juan rZuCyOHgW;11
5527488:08;130786.56;C;Carlos Googljy;14
23196093:08;107932.93;A;Irina fUijV;11
74616643:08;129715.07;C;Carlos zKrdTnTZ;13
99993623:08;63531.35;C;Olga mCxbXxAGB;10
40792269:08;78650.7;B;Juan mlIvDzQ;15
94894398:08;24467.19;C;Juan adqCI;15
14478162:08;111004.77;C;Juan WWHUNqZC;5
62078603:08;99162.94;C;Irina vSmKZpd;11
4883839:08;97410.04;D;Laura zLvgGt;13
81942293:08;148265.62;D;Juan OrSLGuk;2
40174667:08;97808.35;D;Juan wRsZq;9
82515801:08;62837.19;B;Juan IJShBb;10
8365509:08;144786.9;B;Olga eFwLdORNa;16
22170886:08;114114.86;C;Sebastian tOxHB;16
88052526:08;38321.53;B;Laura RiVrphJde;2
38111533:08;51126.97;C;Olga dQFGjj;8
12344848:08;61125.91;C;Juan csGEAz;11
90451343:08;65642.48;B;Olga VEtmPqkk;8
19486463:08;77963.58;B;Ines zCHPX;12
53453661:08;122158.67;A;Laura TUiGpCxt;4
8620736:08;147293.66;D;Olga AuMyImpBf;7
75923260:08;133869.78;C;Carlos JMfIvvQJD;5
61520479:08;58830.33;D;Sebastian BztOqZ;10
48399122:08;39755.65;C;Laura sCHQWimJE;6
23871745:08;132569.24;D;Martin XEqlotEsH;13
10052854:08;118947.72;D;Laura PxhUhLE;2
30743751:08;123972.17;C;Ines fGUaQSDI;11
72011247:08;144542.98;D;Martin dxEbjsVDr;12
15109006:08;35319.66;B;Juan BXyxoe;7
74749039:08;67029.63;D;Juan pZtRxJxl;1
47912236:08;40012.14;A;Laura folrvUBe;2
52507769:08;80391.89;D;Laura KIbzcPp;13
45654921:08;117844.56;B;Sebastian WxGUOLEv;17
51293311:08;116880.25;A;Irina cnFGJKKM;10
22500687:08;46010.7;C;Sebastian UxGMw;5
73830952:08;141996.67;C;Laura BLYnA;5
15362303:08;27096.97;D;Sebastian LBMnEHZ;1
6166297:08;124197.19;A;Carlos kvkwerok;13
54913008:08;45408.01;D;Carlos PtYzJ;12
31950686:08;75399.37;D;Irina fiERqP;13
92686982:08;90042.77;C;Carlos IgcTOon;7
5587276:08;43236.94;B;Juan BuugWVkFS;11
68974273:08;87601.16;B;Carlos MPDqF;10
14998453:08;55067.02;A;Ines BgfFfqY;8
59180081:08;106151.52;C;Sebastian yFxLuomT;8
34295522:08;118493.05;C;Juan tfCPLouVg;15
42292818:08;90244.08;C;Olga DWngLFDm;1
52840474:08;72352.06;A;Juan DoXVFkkr;16
22818267:08;44883.3;C;Sebastian PoDmfTv;2
9839506:08;51885.03;A;Laura egrnJB;16
90758484:08;30461.73;B;Juan zKBwBSfJ;11
79838702:08;73650.84;D;Juan kKchtThR;10
5171708:08;72597.25;A;Irina EyWdXWn;12
76489388:08;131474.73;C;Laura LrzlJw;8
14547496:08;100991.17;A;Martin iyhOF;16
76920524:08;18243.96;B;Ines ZDIhcYE;12
48102507:08;28829.45;D;Martin OyQvpxd;5
54310490:08;59721.2;D;Irina hgHqvx;3
92665709:08;74026.85;D;Irina gLZDapafI;10
73410229:08;83501.1;B;Martin kOjfrzwD;3
52038812:08;123577.81;B;Laura rUAgF;7
40960605:08;66139.9;A;Martin ebNnTOfoj;13
10980231:08;52049.13;C;Irina vCmDAvQ;13
21132672:08;144634.94;C;Carlos WlhGPFC;6
5362959:08;44397.07;A;Irina TgwmFmn;8
87710500:08;100234.31;D;Ines thapTm;4
95306633:08;86685.0;A;Olga GwwSrORcl;7
66318436:08;120327.1;D;Sebastian czzxUbgmp;1
67631964:08;62883.52;D;Martin pTBtsgqw;17
5651374:08;86959.33;B;Olga xNoitrA;7
85032036:08;125523.42;B;Laura eAvXwtw;13
90157578:08;28255.48;B;Olga ZpzJDe;3
88632341:08;126563.9;A;Laura IhnvmobT;2
12411167:08;30592.55;C;Ines XaRRs;6
33614992:08;109302.98;A;Laura gOsGCpRVz;1
64163416:08;43419.09;A;Sebastian TPUHCuFhh;1
57505332:08;137646.14;B;Carlos JYVDk;1
5875100:08;100762.09;A;Laura KyeeRGZOF;6
74043189:08;63900.08;A;Ines SVcmYmLNY;7
70904922:08;64325.98;B;Irina ZccmIBaTw;6
1245385:08;35230.25;D;Laura xBaSM;10
54939687:08;57480.61;B;Ines zSEEoLti;8
47361367:08;72522.74;B;Carlos KWvSObMNt;4
96232499:08;53734.68;A;Martin yVteVO;11
67266485:08;55908.26;B;Olga ZRDOvZxPe;11
78300813:08;23230.17;A;Olga bwNlCIb;3
36784591:08;77506.55;C;Olga cWqdmhqu;7
6979240:08;86058.68;C;Carlos LdAEVPu;4
16741304:08;146599.88;B;Juan BfupfkK;3
36062889:08;88538.67;B;Ines wywGBRdEl;15
41150175:08;90183.62;C;Ines ybjRV;10
53220097:08;143241.11;A;Laura OpQES;6
92619011:08;135918.0;D;Sebastian HgYPFLJe;7
70251072:08;67385.17;A;Sebastian WWuxr;3
41195505:08;116735.46;A;Carlos GNeYXD;7
98812414:08;112172.5;D;Carlos VGzRe;12
53894734:08;115137.5;D;Carlos HzZiGPHjD;4
89206069:08;123085.65;D;Irina TqkttFUOC;9
30544086:08;68651.72;D;Irina qjRFwSH;7
9905580:08;38536.03;A;Ines FYHKAPp;14
66589427:08;68509.99;B;Martin xhojAh;17
70091525:08;82995.85;B;Carlos ertSO;17
51719452:08;147857.14;B;Juan Xycmg;17
83052367:08;51664.23;B;Irina iDoAkVuM;11
58117091:08;77996.32;A;Martin FbcyKWqBM;7
35317865:08;30281.06;D;Carlos wpgfW;13
5556369:08;123182.8;B;Juan VaeeSs;4
75832435:08;126401.49;D;Sebastian nEhkmpwg;11
5037805:08;85728.16;C;Carlos gFVZLE;12
18595311:08;65472.13;D;Juan MUWCuQFg;6
641657:08;120039.42;C;Juan oswQB;9
82366329:08;136677.72;C;Laura CXQQBwgA;5
20204222:08;120366.39;C;Laura bHdJQw;12
47121395:08;110522.16;A;Carlos UwRrmMKh;7
33339502:08;40227.35;A;Carlos amZjhtIjC;16
26381363:08;24418.13;D;Juan tbxGg;9
21048934:08;30973.06;A;Sebastian jkYTj;11
42026418:08;34180.2;D;Martin SqFggmF;3
94192876:08;79158.8;C;Ines EnejA;9
11760805:08;100191.81;B;Juan qBRtK;7
25958972:08;73420.05;A;Carlos igMAxSvcx;16
68113490:08;138171.34;A;Irina QyYsvmju;16
72898199:08;133540.44;D;Olga HCSwZdee;8
24827374:08;137485.78;B;Olga llPaCwn;11
37119375:08;64877.02;B;Sebastian yDrAidDBe;2
61753315:08;57891.58;A;Juan juCGxANIW;1
42585223:08;39240.56;A;Irina gAQteOz;2
89446824:08;79920.39;B;Irina rGdtTmHX;5
15708906:08;62352.29;A;Sebastian vhsSWHy;17
46144192:08;17224.88;D;Sebastian viqrJW;12
90118240:08;114765.69;D;Irina jSeIdoICN;4
84970998:08;84742.32;D;Ines hEUES;15
41369160:08;109811.71;D;Carlos jyUqRmYKm;16
27531945:08;20898.22;D;Martin CxyXZtr;4
1739470:08;130965.43;B;Carlos ouQok;17
23340591:08;32167.38;D;Sebastian ieMfEC;3
59619535:08;67481.2;B;Sebastian FRqMcGyY;1
12993012:08;52772.19;D;Carlos kGIVDZ;6
78206232:08;88172.55;A;Juan KFQdC;1
23162562:08;57942.06;A;Juan XIosD;5
92362830:08;128883.22;C;Carlos zYeCtMq;12
76976205:08;55701.04;A;Juan EIRlPoa;16
6188497:08;54496.45;B;Olga xAcyFHsNV;2
73622849:08;42844.88;A;Juan hMQQMcczf;2
91232763:08;116599.59;A;Carlos dmpqi;1
12742753:08;96807.9;B;Martin mgtujWg;15
99575156:08;120541.93;C;Ines CIVuX;5
11500427:08;90443.52;B;Olga FOfBHSq;7
83179250:08;85953.28;B;Laura VrNAwt;8
33406356:08;25755.69;C;Olga YocJKhR;3
30213321:08;89220.79;B;Sebastian RbTsYkU;2
23990667:08;86169.91;A;Martin sXDWyA;11
50298624:08;72309.45;B;Ines RXMlgYh;11
42263192:08;57728.01;D;Olga PcYSz;12
88093229:08;141785.93;C;Irina tQukSHi;5
29057593:08;146861.0;C;Sebastian NPnmpl;2
44341951:08;148780.02;A;Irina SqRkY;12
26426141:08;81475.57;B;Martin VbypSZAx;4
45813742:08;139853.93;A;Martin VJglRm;17
85778746:08;51425.04;B;Carlos pnjjFjz;6
20627512:08;86033.44;C;Carlos BSVujd;2
70602699:08;135319.24;D;Olga xvwJffXg;17
48688483:08;133519.31;D;Olga gghhaNL;16
2744385:08;60909.99;C;Martin eZHjUOJI;2
30590302:08;87404.46;A;Juan gAFtD;2
65233658:08;98676.59;C;Irina EoVnF;8
9548204:08;55448.07;A;Juan SSbdIloWY;5
80664677:08;43353.17;A;Olga rOJqV;17
30181786:08;126280.72;B;Irina sHcHWv;3
58801586:08;82120.5;D;Carlos rlTVCx;4
15012907:08;128385.59;B;Carlos HutTtC;14
29728491:08;145780.62;A;Martin hsuPElFI;2
26950924:08;111195.11;C;Olga vjWxBG;14
77795087:08;120723.65;D;Laura DCmThwi;17
66678537:08;126540.38;A;Carlos oEQQq;2
26583563:08;121582.38;C;Martin MJouJfy;6
45896572:08;26446.61;B;Carlos SvquvaQO;11
82815134:08;77853.92;A;Martin WetEiBjY;2
65119999:08;30872.47;D;Irina HqRyrARpU;16
32404165:08;111264.3;A;Carlos doGCenT;17
54848049:08;143264.1;C;Juan evnnxd;14
41570158:08;96594.09;A;Juan zdSHqW;8
86722673:08;140349.3;D;Laura OsJuiJd;11
11120508:08;119124.52;D;Sebastian SUZpm;12
52228095:08;38472.05;C;Carlos vgeqX;10
35872446:08;90151.1;D;Carlos OFOGHUWCi;12
83843035:08;105430.16;C;Laura UrwNl;11
13086996:08;89292.31;A;Martin okxJmJ;7
44732421:08;53695.07;D;Irina WgFxYtQ;16
33450399:08;127172.74;A;Ines buLeN;11
73840467:08;108597.75;A;Carlos TOBFXSD;15
71346767:08;145061.87;D;Carlos hDBEHl;6
51540067:08;110361.34;C;Irina BiNlgk;9
82348451:08;79196.72;B;Ines IFAVDmWE;1
175782:08;99021.62;A;Carlos DJtGYcVLH;11
59153294:08;109937.72;A;Carlos jfykzzI;1
37499752:08;76399.83;D;Olga UMijeE;9
3792725:08;79942.8;A;Sebastian lTrcnBNZ;17
81621772:08;134590.27;B;Sebastian egfGnP;9
42610243:08;148673.04;A;Juan cduJEKG;3
41329506:08;119306.52;A;Juan YvgDFetqD;14
27686437:08;81099.61;C;Ines mPpqx;2
77337718:08;75830.16;B;Ines TIrfw;2
17470235:08;107190.36;B;Sebastian McCQUAS;14
28356726:08;20735.06;C;Sebastian DDMfX;9
64435719:08;49955.05;A;Laura MmiGanR;16
41153980:08;147856.33;A;Ines RqbTdhe;11
93559205:08;144575.99;C;Ines MQBgEZ;14
86033695:08;40122.39;C;Sebastian ikWxV;17
2564892:08;57751.58;C;Ines vbllXr;12
50696753:08;142392.1;B;Olga JEjts;4
22644731:08;50887.82;D;Laura zKgNkec;10
81045213:08;96048.61;A;Irina WAdTEAq;4
82363373:08;23781.03;C;Irina MpdTH;15
61387074:08;135592.91;D;Irina VOEwGae;10
77331097:08;123167.1;B;Sebastian TDdXV;7
18396791:08;25800.77;A;Olga shBwQN;15
53941906:08;137707.23;B;Irina fXmav;14
69275341:08;93184.65;A;Juan YNPrk;1
26643079:08;118095.34;D;Martin gyNCu;5
33558965:08;40538.72;B;Irina UotVqsLlL;17
53899485:08;127379.98;A;Martin sJQajcx;11
77412327:08;79139.22;B;Laura ZlxPmYw;15
89619641:08;97342.51;C;Martin JwCWlmrz;14
